zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,estimated_population_2014,
23058,PO BOX,0,Glen Allen,,Glenallen -  Gln Alln,VA,Henrico County,America/New_York,804,NA,US,37.66,-77.48,699,
23059,STANDARD,0,Glen Allen,,Glenallen -  Gln Alln,VA,Hanover County,America/New_York,804,NA,US,37.66,-77.48,33680,
23060,STANDARD,0,Glen Allen,,Glen Allenw -  Glenallen -  Gln Alln,VA,Henrico County,America/New_York,804,NA,US,37.66,-77.48,35730,
23061,STANDARD,0,Gloucester,Bellamy -  Naxera -  Pinero -  Zanoni,,VA,Gloucester County,America/New_York,804,NA,US,37.43,-76.54,18450,
23062,STANDARD,0,Gloucester Point,Glou Point -  Gloucester Pt,Glouster Point,VA,Gloucester County,America/New_York,804,NA,US,37.26,-76.49,2370,
23063,STANDARD,0,Goochland,Fife,,VA,Goochland County,America/New_York,804,NA,US,37.68,-77.88,4400,
23064,PO BOX,0,Grimstead,,,VA,Mathews County,America/New_York,804,NA,US,37.5,-76.3,180,
23065,STANDARD,0,Gum Spring,,Gumspring,VA,Goochland County,America/New_York,,NA,US,37.77,-77.89,1430,
23066,PO BOX,0,Gwynn,,Gwyme,VA,Mathews County,America/New_York,804,NA,US,37.5,-76.28,361,
23067,PO BOX,0,Hadensville,,,VA,Goochland County,America/New_York,,NA,US,37.82,-77.99,135,
23068,STANDARD,0,Hallieford,,,VA,Mathews County,America/New_York,804,NA,US,37.49,-76.37,240,
23069,STANDARD,0,Hanover,Mangohick,,VA,Hanover County,America/New_York,804,NA,US,37.76,-77.37,2750,
23070,STANDARD,0,Hardyville,,,VA,Middlesex County,America/New_York,804,NA,US,37.55,-76.38,390,
23071,STANDARD,0,Hartfield,,,VA,Middlesex County,America/New_York,804,NA,US,37.55,-76.44,1350,
23072,STANDARD,0,Hayes,,Glass,VA,Gloucester County,America/New_York,804,NA,US,37.37,-76.5,9750,
23075,STANDARD,0,Henrico,Highland Spgs -  Highland Springs,,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.32,8970,
23076,STANDARD,0,Hudgins,Redart,,VA,Mathews County,America/New_York,804,NA,US,37.47,-76.32,620,
23079,STANDARD,0,Jamaica,,,VA,Middlesex County,America/New_York,804,NA,US,37.71,-76.69,240,
23081,PO BOX,0,Jamestown,Williamsburg,,VA,James City County,America/New_York,757,NA,US,37.22,-76.76,0,
23083,STANDARD,0,Jetersville,,,VA,Amelia County,America/New_York,804,NA,US,37.29,-78.09,1850,
23084,STANDARD,0,Kents Store,,,VA,Fluvanna County,America/New_York,540,NA,US,37.87,-78.12,1620,
23085,STANDARD,0,King And Queen Court House,King Queen Ch,King And Qn C H -  Kingqueen Court House,VA,King and Queen County,America/New_York,804,NA,US,37.72,-76.84,370,
23086,STANDARD,0,King William,,,VA,King William County,America/New_York,804,NA,US,37.68,-77.01,2910,
23089,STANDARD,0,Lanexa,,,VA,New Kent County,America/New_York,804,NA,US,37.42,-76.9,4500,
23090,PO BOX,0,Lightfoot,,,VA,James City,America/New_York,757,NA,US,37.34,-76.75,501,
23091,STANDARD,0,Little Plymouth,Little Plymth,,VA,King and Queen County,America/New_York,804,NA,US,37.62,-76.79,250,
23092,STANDARD,0,Locust Hill,,,VA,Middlesex County,America/New_York,804,NA,US,37.59,-76.5,500,
23093,STANDARD,0,Louisa,,,VA,Louisa County,America/New_York,540,NA,US,38.01,-77.99,11530,
23101,PO BOX,1,Macon,,,VA,Powhatan County,America/New_York,804,NA,US,37.52,-77.96,22,
23102,STANDARD,0,Maidens,Dabneys,,VA,Goochland County,America/New_York,804,NA,US,37.66,-77.88,2510,
23103,STANDARD,0,Manakin Sabot,,Manakin -  Sabot,VA,Goochland County,America/New_York,804,NA,US,37.64,-77.7,5450,
23105,PO BOX,0,Mannboro,,,VA,Amelia County,America/New_York,804,NA,US,37.25,-77.82,0,
23106,STANDARD,0,Manquin,,,VA,King William County,America/New_York,804,NA,US,37.7,-77.15,930,
23107,PO BOX,0,Maryus,,,VA,Gloucester County,America/New_York,804,NA,US,37.27,-76.4,0,
23108,STANDARD,0,Mascot,,,VA,King and Queen County,America/New_York,804,NA,US,37.62,-76.7,131,
23109,STANDARD,0,Mathews,Beaverlett,,VA,Mathews County,America/New_York,804,NA,US,37.43,-76.32,1910,
23110,STANDARD,0,Mattaponi,,,VA,King and Queen County,America/New_York,804,NA,US,37.53,-76.77,600,
23111,STANDARD,0,Mechanicsville,Mechanicsvlle,,VA,Hanover County,America/New_York,804,NA,US,37.62,-77.35,35230,
23112,STANDARD,0,Midlothian,,,VA,Chesterfield County,America/New_York,804,NA,US,37.5,-77.63,47840,
23113,STANDARD,0,Midlothian,,Sycamore Square,VA,Chesterfield County,America/New_York,804,NA,US,37.5,-77.63,25070,
23114,STANDARD,0,Midlothian,,,VA,Chesterfield County,America/New_York,804,NA,US,37.48,-77.65,19210,
23115,PO BOX,0,Millers Tavern,Millers Tavrn,,VA,Essex County,America/New_York,804,NA,US,37.83,-76.93,483,
23116,STANDARD,0,Mechanicsville,Mechanicsvlle,,VA,Hanover County,America/New_York,804,NA,US,37.62,-77.35,29310,
23117,STANDARD,0,Mineral,,,VA,Louisa County,America/New_York,540,NA,US,38,-77.9,8410,
23119,STANDARD,0,Moon,,,VA,Mathews County,America/New_York,804,NA,US,37.44,-76.3,250,
23120,STANDARD,0,Moseley,,,VA,Chesterfield County,America/New_York,804,NA,US,37.41,-77.77,9350,
23123,STANDARD,0,New Canton,,,VA,Buckingham County,America/New_York,434,NA,US,37.7,-78.3,1480,
23124,STANDARD,0,New Kent,,,VA,New Kent County,America/New_York,804,NA,US,37.51,-76.97,3640,
23125,STANDARD,0,New Point,,,VA,Mathews County,America/New_York,804,NA,US,37.34,-76.28,117,
23126,STANDARD,0,Newtown,,,VA,King and Queen County,America/New_York,804,NA,US,37.91,-77.12,420,
23127,PO BOX,0,Norge,,,VA,James City County,America/New_York,757,NA,US,37.36,-76.77,326,
23128,STANDARD,0,North,James Store,,VA,Mathews County,America/New_York,804,NA,US,37.46,-76.38,1110,
23129,STANDARD,0,Oilville,,,VA,Goochland County,America/New_York,,NA,US,37.7,-77.78,370,
23130,STANDARD,0,Onemo,,,VA,Mathews County,America/New_York,804,NA,US,37.39,-76.27,136,
23131,PO BOX,0,Ordinary,,,VA,Gloucester County,America/New_York,804,NA,US,37.31,-76.51,235,
23138,STANDARD,0,Port Haywood,Bavon -  Peary,,VA,Mathews County,America/New_York,804,NA,US,37.38,-76.31,810,
23139,STANDARD,0,Powhatan,Macon,Powhatand -  Powhatano,VA,Powhatan County,America/New_York,804,NA,US,37.54,-77.92,23620,
23140,STANDARD,0,Providence Forge,Provdence Frg,,VA,New Kent County,America/New_York,804,NA,US,37.44,-77.04,5260,
23141,STANDARD,0,Quinton,,,VA,New Kent County,America/New_York,804,NA,US,37.53,-77.11,7010,
23146,STANDARD,0,Rockville,,,VA,Hanover County,America/New_York,804,NA,US,37.72,-77.67,2980,
23147,PO BOX,0,Ruthville,,,VA,Charles City,America/New_York,804,NA,US,37.36,-77.04,209,
23148,STANDARD,0,Saint Stephens Church,Cauthornville -  Indian Neck -  St Stephens Church -  St Stephns Ch,,VA,King and Queen County,America/New_York,804,NA,US,37.8,-77.05,1450,
23149,STANDARD,0,Saluda,,Glenns,VA,Gloucester County,America/New_York,804,NA,US,37.6,-76.59,2440,
23150,STANDARD,0,Sandston,,,VA,Henrico County,America/New_York,804,NA,US,37.51,-77.27,11730,
23153,STANDARD,0,Sandy Hook,,,VA,Goochland County,America/New_York,804,NA,US,37.75,-77.91,1410,
23154,PO BOX,0,Schley,,,VA,Gloucester County,America/New_York,804,NA,US,37.39,-76.44,44,
23155,PO BOX,0,Severn,,Hayes,VA,Gloucester County,America/New_York,804,NA,US,37.29,-76.41,0,
23156,STANDARD,0,Shacklefords,Plain View,Plainview,VA,King and Queen County,America/New_York,804,NA,US,37.54,-76.73,1490,
23160,STANDARD,0,State Farm,,,VA,Goochland County,America/New_York,804,NA,US,37.64,-77.82,19,
23161,STANDARD,0,Stevensville,,,VA,King and Queen County,America/New_York,804,NA,US,37.72,-76.92,126,
23162,PO BOX,0,Studley,,,VA,Hanover County,America/New_York,804,NA,US,37.67,-77.29,215,
23163,STANDARD,0,Susan,Shadow,,VA,Mathews County,America/New_York,804,NA,US,37.36,-76.31,200,
23168,STANDARD,0,Toano,,,VA,James City County,America/New_York,757,NA,US,37.37,-76.8,7520,
23169,STANDARD,0,Topping,Syringa,,VA,Middlesex County,America/New_York,804,NA,US,37.59,-76.46,1030,
23170,PO BOX,0,Trevilians,,,VA,Louisa County,America/New_York,,NA,US,38.05,-78.07,42,
23173,UNIQUE,0,University Of Richmond,Richmond -  Univ Of Rich,University Of Richmo,VA,Richmond City,America/New_York,804,NA,US,37.57,-77.53,108,
23175,STANDARD,0,Urbanna,Warner,,VA,Middlesex County,America/New_York,804,NA,US,37.63,-76.57,1830,
23176,STANDARD,0,Wake,,,VA,Middlesex County,America/New_York,804,NA,US,37.56,-76.42,540,
23177,STANDARD,0,Walkerton,,,VA,King and Queen County,America/New_York,804,NA,US,37.72,-77.02,580,
23178,PO BOX,0,Ware Neck,,,VA,Gloucester County,America/New_York,804,NA,US,37.4,-76.45,168,
23180,STANDARD,0,Water View,,,VA,Middlesex County,America/New_York,804,NA,US,37.72,-76.61,310,
23181,STANDARD,0,West Point,Cologne,Eltham,VA,King William County,America/New_York,804,NA,US,37.55,-76.8,5690,
23183,PO BOX,0,White Marsh,,,VA,Gloucester County,America/New_York,804,NA,US,37.34,-76.52,823,
23184,PO BOX,0,Wicomico,,,VA,Gloucester County,America/New_York,804,NA,US,37.29,-76.51,840,
23185,STANDARD,0,Williamsburg,,Wlmg -  Wmsbg,VA,Williamsburg City,America/New_York,757,NA,US,37.27,-76.7,40760,
23186,UNIQUE,0,Williamsburg,,College Of William & Mary -  Wlmg,VA,Williamsburg City,America/New_York,757,NA,US,37.27,-76.7,48,
23187,PO BOX,0,Williamsburg,,Wlmg,VA,Williamsburg City,America/New_York,757,NA,US,37.27,-76.7,1002,
23188,STANDARD,0,Williamsburg,,Wlmg,VA,James City County,America/New_York,757,NA,US,37.27,-76.7,39800,
23190,PO BOX,0,Woods Cross Roads,Woods Crs Rds,Woods Cr Rds -  Woods Cross Rds,VA,Gloucester County,America/New_York,804,NA,US,37.43,-76.54,26,
23192,STANDARD,0,Montpelier,,,VA,Hanover County,America/New_York,804,NA,US,37.81,-77.67,6420,
23218,PO BOX,0,Richmond,,Capitol,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,413,
23219,STANDARD,0,Richmond,,Capitol,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,2560,
23220,STANDARD,0,Richmond,,Saunders,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,18500,
23221,STANDARD,0,Richmond,,Stewart,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,12340,
23222,STANDARD,0,Richmond,,,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,20450,
23223,STANDARD,0,Richmond,,,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,41450,
23224,STANDARD,0,Richmond,N Chesterfld -  North Chesterfield,,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,32360,
23225,STANDARD,0,Richmond,N Chesterfld -  North Chesterfield,Forest Hill,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,34810,
23226,STANDARD,0,Richmond,,,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,15230,
23227,STANDARD,0,Richmond,,,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,21690,
23228,STANDARD,0,Henrico,Richmond,Staples Mill,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,31610,
23229,STANDARD,0,Henrico,Regency -  Richmond,Tuckahoe -  Westbury,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,32260,
23230,STANDARD,0,Richmond,,,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,5790,
23231,STANDARD,0,Henrico,Richmond,Millers -  Montrose -  Montrose Heights -  Varina,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,32580,
23232,STANDARD,0,Richmond,,Richmond Main,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,21,
23233,STANDARD,0,Henrico,Richmond -  Ridge,,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,29060,
23234,STANDARD,0,Richmond,Ampthill -  N Chesterfld -  North Chesterfield,,VA,Chesterfield County,America/New_York,804,NA,US,37.55,-77.46,41370,
23235,STANDARD,0,Richmond,Bon Air -  N Chesterfld -  North Chesterfield,,VA,Chesterfield County,America/New_York,804,NA,US,37.55,-77.46,30040,
23236,STANDARD,0,Richmond,N Chesterfld -  North Chesterfield,,VA,Chesterfield County,America/New_York,804,NA,US,37.55,-77.46,26360,
23237,STANDARD,0,Richmond,N Chesterfld -  North Chesterfield,,VA,Chesterfield County,America/New_York,804,NA,US,37.55,-77.46,21200,
23238,STANDARD,0,Henrico,Richmond,,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,23880,
23240,STANDARD,1,Richmond,,,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23241,PO BOX,0,Richmond,,Central Sta -  Rich -  Richmnd,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,114,
23242,PO BOX,0,Henrico,Richmond,Rich -  Richmnd,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,244,
23249,UNIQUE,0,Richmond,,Mcguire Veterans Hospital,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23250,STANDARD,0,Richmond,Henrico -  Rich Int Ap -  Richmond Int Airport,Air Mail Facility -  Rich -  Richmnd,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,66,
23255,PO BOX,0,Henrico,Richmond,,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,414,
23260,PO BOX,0,Richmond,,Main Office,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,369,
23261,PO BOX,0,Richmond,,Main Office,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,713,
23269,UNIQUE,0,Richmond,,Div Motor Veh -  Rich,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23273,UNIQUE,0,Henrico,Richmond,County Of Henrico,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,19,
23274,UNIQUE,0,Richmond,,Dept Public Utilities,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23276,UNIQUE,0,Richmond,,Capital One,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23278,UNIQUE,0,Richmond,,Wachovia Bank,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23279,UNIQUE,0,Richmond,,Anthem/blue Cross Blue Shiel -  Rich,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23282,UNIQUE,0,Richmond,,V A State Dept Tax,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23284,PO BOX,0,Richmond,,Vcu/west,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23285,PO BOX,0,Richmond,,Rich -  Richmnd,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,66,
23286,UNIQUE,0,Richmond,,Business Reply -  Rich,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23288,UNIQUE,0,Henrico,Richmond,Koger Executive Ctr -  Rich,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,31,
23289,UNIQUE,0,Richmond,,Internal Revenue Service -  Rich,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23290,UNIQUE,0,Richmond,,Dominion Virginia Power,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23291,UNIQUE,0,Richmond,,Suntrust Bank,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23292,UNIQUE,0,Richmond,,Bank Of America -  Nationsbank Mortgage,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23293,UNIQUE,0,Richmond,,Richmond Newspapers,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23294,STANDARD,0,Henrico,Richmond,,VA,Henrico County,America/New_York,804,NA,US,37.55,-77.46,16520,
23295,UNIQUE,0,Richmond,,Capital One,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.45,0,
23297,UNIQUE,0,Richmond,,Defense General Supply Ct -  Rich,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,0,
23298,STANDARD,0,Richmond,,Vcu/mcv East,VA,Richmond City,America/New_York,804,NA,US,37.55,-77.46,31,
23301,STANDARD,0,Accomac,,,VA,Accomack County,America/New_York,757,NA,US,37.71,-75.66,1630,
23302,STANDARD,0,Assawoman,,,VA,Accomack County,America/New_York,757,NA,US,37.87,-75.52,153,
23303,STANDARD,0,Atlantic,,,VA,Accomack County,America/New_York,757,NA,US,37.9,-75.5,830,
23304,PO BOX,0,Battery Park,,,VA,Isle of Wight County,America/New_York,757,NA,US,36.96,-76.6,196,
23306,STANDARD,0,Belle Haven,,,VA,Accomack County,America/New_York,757,NA,US,37.55,-75.81,1050,
23307,STANDARD,0,Birdsnest,,,VA,Northampton County,America/New_York,757,NA,US,37.43,-75.88,470,
23308,STANDARD,0,Bloxom,,,VA,Accomack County,America/New_York,757,NA,US,37.83,-75.62,1370,
23310,STANDARD,0,Cape Charles,,,VA,Northampton County,America/New_York,757,NA,US,37.27,-76.01,2620,
23313,PO BOX,0,Capeville,,,VA,Northampton County,America/New_York,757,NA,US,37.2,-75.95,196,
23314,STANDARD,0,Carrollton,,,VA,Isle of Wight County,America/New_York,757,NA,US,36.94,-76.56,8330,
23315,STANDARD,0,Carrsville,Walters,,VA,Isle of Wight County,America/New_York,757,NA,US,36.71,-76.82,1340,
23316,PO BOX,0,Cheriton,,,VA,Northampton County,America/New_York,757,NA,US,37.28,-75.96,1567,
23320,STANDARD,0,Chesapeake,,,VA,Chesapeake City,America/New_York,757,NA,US,36.67,-76.3,53160,
23321,STANDARD,0,Chesapeake,,,VA,Chesapeake City,America/New_York,757,NA,US,36.67,-76.3,34050,
23322,STANDARD,0,Chesapeake,,Fentress,VA,Chesapeake City,America/New_York,757,NA,US,36.67,-76.3,59040,
23323,STANDARD,0,Chesapeake,,,VA,Chesapeake City,America/New_York,757,NA,US,36.67,-76.3,37200,
23324,STANDARD,0,Chesapeake,South Norfolk,,VA,Chesapeake City,America/New_York,757,NA,US,36.67,-76.3,21410,
23325,STANDARD,0,Chesapeake,,,VA,Chesapeake City,America/New_York,757,NA,US,36.67,-76.3,16070,
23326,UNIQUE,0,Chesapeake,,Coast Guard Finance Center,VA,Chesapeake City,America/New_York,757,NA,US,36.67,-76.3,0,
23327,PO BOX,0,Chesapeake,,,VA,Chesapeake City,America/New_York,757,NA,US,36.67,-76.3,577,
23328,PO BOX,0,Chesapeake,,,VA,Chesapeake City,America/New_York,757,NA,US,36.67,-76.3,478,
23336,STANDARD,0,Chincoteague Island,Chincoteague,,VA,Accomack County,America/New_York,757,NA,US,37.92,-75.32,2880,
23337,STANDARD,0,Wallops Island,Chincoteague -  Chincoteague Island -  Wallops Is,,VA,Accomack County,America/New_York,757,NA,US,37.84,-75.47,410,
23341,PO BOX,0,Craddockville,,,VA,Accomack County,America/New_York,757,NA,US,37.6,-75.86,218,
23345,STANDARD,0,Davis Wharf,,Craddockville,VA,Accomack County,America/New_York,757,NA,US,37.56,-75.88,0,
23347,PO BOX,0,Eastville,,,VA,Northampton County,America/New_York,757,NA,US,37.35,-75.94,1224,
23350,STANDARD,0,Exmore,,,VA,Northampton County,America/New_York,757,NA,US,37.53,-75.82,2660,
23354,STANDARD,0,Franktown,,Bayford,VA,Northampton County,America/New_York,757,NA,US,37.47,-75.87,410,
23356,STANDARD,0,Greenbackville,Greenbackvile,,VA,Accomack County,America/New_York,757,NA,US,38,-75.41,1220,
23357,STANDARD,0,Greenbush,,,VA,Accomack County,America/New_York,757,NA,US,37.76,-75.67,850,
23358,STANDARD,0,Hacksneck,Hacks Neck,Painter,VA,Accomack County,America/New_York,757,NA,US,37.63,-75.84,41,
23359,STANDARD,0,Hallwood,,,VA,Accomack County,America/New_York,757,NA,US,37.87,-75.58,410,
23389,PO BOX,0,Harborton,,,VA,Accomack County,America/New_York,757,NA,US,37.66,-75.84,124,
23395,STANDARD,0,Horntown,,,VA,Accomack County,America/New_York,757,NA,US,37.97,-75.46,540,
23396,STANDARD,0,Oak Hall,,,VA,Accomack County,America/New_York,757,NA,US,37.93,-75.54,0,
23397,PO BOX,0,Isle Of Wight,,,VA,Isle of Wight County,America/New_York,757,NA,US,36.9,-76.7,0,
23398,PO BOX,0,Jamesville,,,VA,Northampton County,America/New_York,757,NA,US,37.51,-75.93,281,
23399,STANDARD,0,Jenkins Bridge,Jenkins Brg,Temperanceville,VA,Accomack County,America/New_York,757,NA,US,37.91,-75.63,0,
23401,PO BOX,0,Keller,,,VA,Accomack County,America/New_York,757,NA,US,37.62,-75.76,372,
23404,STANDARD,0,Locustville,,,VA,Accomack County,America/New_York,757,NA,US,37.65,-75.67,116,
23405,STANDARD,0,Machipongo,,,VA,Northampton County,America/New_York,757,NA,US,37.4,-75.9,760,
23407,PO BOX,0,Mappsville,,,VA,Accomack County,America/New_York,757,NA,US,37.84,-75.56,551,
23408,PO BOX,0,Marionville,,,VA,Northampton County,America/New_York,757,NA,US,37.44,-75.85,115,
23409,STANDARD,0,Mears,,Bloxom,VA,Accomack County,America/New_York,757,NA,US,37.87,-75.64,67,
23410,STANDARD,0,Melfa,,,VA,Accomack County,America/New_York,757,NA,US,37.64,-75.74,1870,
23412,PO BOX,0,Modest Town,,Nelsonia,VA,Accomack County,America/New_York,757,NA,US,37.81,-75.57,68,
23413,PO BOX,0,Nassawadox,Weirwood,,VA,Northampton County,America/New_York,757,NA,US,37.47,-75.86,1040,
23414,PO BOX,0,Nelsonia,,,VA,Accomack County,America/New_York,757,NA,US,37.81,-75.58,407,
23415,STANDARD,0,New Church,,,VA,Accomack County,America/New_York,757,NA,US,37.97,-75.53,1380,
23416,STANDARD,0,Oak Hall,,,VA,Accomack County,America/New_York,757,NA,US,37.93,-75.54,510,
23417,STANDARD,0,Onancock,,,VA,Accomack County,America/New_York,757,NA,US,37.7,-75.74,3120,
23418,STANDARD,0,Onley,,,VA,Accomack County,America/New_York,757,NA,US,37.69,-75.71,1410,
23419,PO BOX,0,Oyster,,Cape Charles,VA,Northampton County,America/New_York,757,NA,US,37.28,-75.92,0,
23420,STANDARD,0,Painter,,,VA,Accomack County,America/New_York,757,NA,US,37.58,-75.78,1720,
23421,STANDARD,0,Parksley,Lee Mont,,VA,Accomack County,America/New_York,757,NA,US,37.78,-75.65,3730,
23422,PO BOX,0,Pungoteague,,,VA,Accomack County,America/New_York,757,NA,US,37.62,-75.81,522,
23423,PO BOX,0,Quinby,,,VA,Accomack County,America/New_York,757,NA,US,37.55,-75.73,269,
23424,PO BOX,0,Rescue,,,VA,Isle of Wight County,America/New_York,757,NA,US,36.99,-76.55,222,
23426,STANDARD,0,Sanford,,,VA,Accomack County,America/New_York,757,NA,US,37.92,-75.66,166,
23427,PO BOX,0,Saxis,,,VA,Accomack County,America/New_York,757,NA,US,37.92,-75.72,237,
23429,PO BOX,0,Seaview,,Cape Charles,VA,Northampton County,America/New_York,757,NA,US,37.27,-75.95,0,
23430,STANDARD,0,Smithfield,,,VA,Isle of Wight County,America/New_York,757,NA,US,36.98,-76.61,16360,
23431,PO BOX,0,Smithfield,,,VA,Isle of Wight County,America/New_York,757,NA,US,36.98,-76.61,465,
23432,STANDARD,0,Suffolk,,Chuckatuck,VA,Suffolk City,America/New_York,757,NA,US,36.7,-76.63,1370,
23433,STANDARD,0,Suffolk,,Crittenden,VA,Suffolk City,America/New_York,757,NA,US,36.7,-76.63,1220,
23434,STANDARD,0,Suffolk,,,VA,Suffolk City,America/New_York,757,NA,US,36.7,-76.63,43640,
23435,STANDARD,0,Suffolk,,Driver,VA,Suffolk City,America/New_York,757,NA,US,36.7,-76.63,28000,
23436,STANDARD,0,Suffolk,,,VA,Suffolk City,America/New_York,757,NA,US,36.7,-76.63,850,
23437,STANDARD,0,Suffolk,,Holland,VA,Suffolk City,America/New_York,757,NA,US,36.7,-76.63,3810,
23438,STANDARD,0,Suffolk,,Whaleyville,VA,Suffolk City,America/New_York,757,NA,US,36.7,-76.63,1630,
23439,PO BOX,0,Suffolk,,,VA,Suffolk City,America/New_York,757,NA,US,36.7,-76.63,1016,
23440,PO BOX,0,Tangier,,,VA,Accomack County,America/New_York,757,NA,US,37.82,-75.99,512,
23441,PO BOX,0,Tasley,,,VA,Accomack County,America/New_York,757,NA,US,37.7,-75.7,555,
23442,STANDARD,0,Temperanceville,Temperancevle,,VA,Accomack County,America/New_York,757,NA,US,37.89,-75.54,990,
23443,PO BOX,0,Townsend,,,VA,Northampton County,America/New_York,757,NA,US,37.18,-75.95,194,
23450,PO BOX,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,851,
23451,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,38740,
23452,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,55190,
23453,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.78,-76.08,34800,
23454,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,55290,
23455,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,44660,
23456,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,53900,
23457,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,4330,
23458,PO BOX,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,155,
23459,STANDARD,0,Virginia Beach,Fort Story -  Virginia Bch,Little Creek Naval Amphibiou -  Nav Amph Base -  Naval Amphib Base -  Naval Amphibious Base,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,589,
23460,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,865,
23461,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,282,
23462,STANDARD,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,58220,
23463,UNIQUE,0,Virginia Beach,Virginia Bch,Christian Brdcst Network,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,57,
23464,STANDARD,0,Virginia Beach,Virginia Bch,Vab,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,70350,
23465,UNIQUE,0,Virginia Beach,Virginia Bch,Cbn Brm -  Christian Brdcst Network,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,74,
23466,PO BOX,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,604,
23467,PO BOX,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,508,
23471,PO BOX,0,Virginia Beach,Virginia Bch,,VA,Virginia Beach City,America/New_York,757,NA,US,36.73,-76.04,824,
